"Categoría de producto","Nombre","Precio de venta","Referencia interna"
"Cuadros / Accesorios / Repartidores / Legrand","Repartidor para armario de distribución Legrand 2 polos 125A 14 conexiones","58.28","REPAR400403 400403"
"Cuadros / Accesorios / Repartidores / Legrand","Repartidor para armario de distribución Legrand 4 polos 125A 14 conexiones","81.58","REPAR400409 400409"
"Cuadros / Accesorios / Repartidores / Legrand","Repartidor para armario de distribución Legrand 4 polos 100A 11 conexiones","79.92","REPAR400407 400407"
"Cuadros / Accesorios / Repartidores / Legrand","Repartidor para armario de distribución Legrand 4 polos 100A 6 conexiones","49.63","REPAR400405 400405"
"Cuadros / Accesorios / Repartidores / Legrand","Repartidor para armario de distribución Legrand 4 polos 125A 10 conexiones","68.78","REPAR400408 400408"
"Cuadros / Accesorios / Repartidores / Legrand","Repartidor para armario de distribución Legrand 4 polos 100A 10 conexiones","61.47","REPAR400406 400406"
"Cuadros / Accesorios / Repartidores / Legrand","Repartidor para armario de distribución Legrand 4 polos 160A 14 conexiones","186.94","REPAR400411 400411"
"Mecanismos / Jung / LS 990","Placa para toma comunicación y datos Jung Serie LS RJ45 2 conectores blanco alpino","5.9","J990RJ45TAPADOBLE LS969-1UAWW"
"Mecanismos / Jung / LS 990","Pulsador tecla basculante Jung Serie LS sin impresión","8.29","J990PUL 531U"
"Mecanismos / Jung / LS 990","Toma de corriente horizontal y vertical Jung Serie LS schuko y usb blanco alpino","80.39","J990ENUSB LS1520-15CAWW"
"Mecanismos / Jung / LS 990","Conmutador doble Jung Serie LS","20.96","J990DOBLE 509U"
"Mecanismos / Jung / LS 990","Tapa para mecanismos Jung Serie LS para dimmer blanco alpino IP44","6.79","J990TAPAREG LS1940WW"
"Mecanismos / Jung / LS 990","Tapa para mecanismos Jung Serie LS para antena de televisión blanco alpino","5.9","J990TAPATV LS990TVWW"
"Mecanismos / Jung / LS 990","Interruptor bipolar Jung Serie LS 10A","16.15","J990BIPOLAR 502U"
"Mecanismos / Jung / LS 990","Cruzamiento Jung Serie LS 10A","18.85","J990CRUCE 507U"
"Mecanismos / Jung / LS 990","Toma de comunicación y datos Jung Serie LS RJ45 8(8) categoria 6A gris","28.43","J990RJ45 UAE8UPOK6"
"Mecanismos / Jung / LS 990","Pulsador doble tecla basculante Jung Serie LS sin impresión","16.55","J990PULDOBLE 535U"
"Mecanismos / Jung / LS 990","Toma de corriente horizontal y vertical Jung Mecanismos schuko","6.3","J990EN 1521EINS"
"Mecanismos / Jung / LS 990","Toma de comunicación y datos Jung Serie LS 2x RJ45 8(8) categoria 6A gris","38.36","J990RJ45DOBLE UAE8-8UPOK6"
"Mecanismos / Jung / LS 990","Zumbador Jung Serie LS 230V AC blanco alpino","46.78","J990ZUM LS967ESWW"
"Mecanismos / Jung / LS 990","Regulador Jung Serie LS botón giratorio/pulsador 20-420W universal","120.51","J990REG 1731DD"
"Mecanismos / Jung / LS 990","Tecla para mecanismos Jung Serie LS tecla basculante simple sin impresión blanco alpino","4.65","J990TECLA LS990WW"
"Mecanismos / Jung / LS 990","Tapa para mecanismos Jung Serie LS para cazoleta tapa enchufe blanco alpino","6.74","J990TAPAEN LS1520KIPLWW"
"Mecanismos / Jung / LS 990","Tapa para mecanismos Jung Serie LS para placa ciega blanco alpino IP44","10.28","J990CIEGA LS994BWW"
"Mecanismos / Jung / LS 990","Tecla para mecanismos Jung Serie LS tecla basculante doble sin impresión blanco alpino","7.95","J990TECLADOBLE LS995WW"
"Mecanismos / Jung / LS 990","Tapa para mecanismos Jung Serie LS para salida de cable blanco alpino","15.1","J990SALIDA LS990AWW"
"Mecanismos / Jung / LS 990","Pulsador de persiana Jung Serie LS 2 teclas","24.89","J990PERSI 539VU"
"Mecanismos / Jung / LS 990","Marco para mecanismos Jung Serie LS 2 elementos horizontal y vertical blanco alpino IP44","5.63","J990M2 LS982WW"
"Mecanismos / Jung / LS 990","Marco para mecanismos Jung Serie LS 4 elementos horizontal y vertical blanco alpino IP44","20.14","J990M4 LS984WW"
"Mecanismos / Jung / LS 990","Toma de comunicación y datos Jung Serie LS RJ45 8(4) categoria 3 gris","21.66","J990TF UAE8UPO"
"Mecanismos / Jung / LS 990","Marco para mecanismos Jung Serie LS 3 elementos horizontal y vertical blanco alpino IP44","9.71","J990M3 LS983WW"
"Mecanismos / Jung / LS 990","Marco para mecanismos Jung Serie LS 1 elemento horizontal y vertical blanco alpino IP44","3.11","J990M1 LS981WW"
"Mecanismos / Jung / LS 990","Conmutador Jung Serie LS 10A tecla basculante","9.07","J990CON 506U"
"Mecanismos / Jung / LS 990","Interruptor unipolar Jung Serie LS 10A","7.36","J990INT 501U"
"Mecanismos / Jung / LS 990","Marco para mecanismos Jung Serie LS 1 elemento horizontal y vertical blanco alpino estanco (IP44) con junta estaca IP44","9.75","J990TAPAEXT LS990KLWW 551WU"
"Mecanismos / Jung / LS 990","Placa para toma comunicación y datos Jung Serie LS RJ45 1 conector blanco alpino","5.9","J990TAPARJ45 LS969-1UAWW"
"Vehículo eléctrico","Punto de recarga para vehículo eléctrico V2C Trydan 7,4kW monofásico cable tipo 2 5m pared con protecciones eléctricas ","777.9","TRYDAN CON PROTECCIONES"
"Telecom / Datos / UTP","Cable de redes Kommdata U/UTP 4x2xAWG24 Cat6","2.58","UTPCAT6 7270020030"
"Telecom / Datos / UTP","Cable de redes Kommdata U/UTP 4x2xAWG23 Cat6A","3.18","UTPCAT6A 7270030010"
"Telecom / Datos / UTP","Cable de redes Kommdata F/UTP 4x2xAWG23 Cat6 Fca para exterior.","4.19","UTPEXT 7270021020"
"Canalización / Rejiband","Bandeja de rejilla portacables Multivia Viafil acero 300x60x3000mm electrocincado","57.7","REJI300 R0630Z3"
"Canalización / Rejiband","Bandeja de rejilla portacables Multivia Viafil acero 200x60x3000mm electrocincado","39.55","REJI200 R0620Z3"
"Canalización / Rejiband","Bandeja de rejilla portacables Multivia Viafil acero 100x60x3000mm electrocincado","28.5","REJI100 R0610Z3"
"Canalización / Forro","Tubo corrugado para canalización de cables PVC M50 DN50 resistencia 320N negro reforzado","4.08","FORRO50 6200000050"
"Canalización / Forro","Tubo corrugado para canalización de cables PVC M40 DN40 resistencia 320N negro reforzado","2.75","FORRO40 6200000040"
"Canalización / Forro","Tubo corrugado para canalización de cables PVC M32 DN32 resistencia 320N negro reforzado","1.96","FORRO32 6200000032"
"Canalización / Forro","Tubo corrugado para canalización de cables PVC M25 DN25 resistencia 320N negro reforzado","1.29","FORRO25 6200000025"
"Canalización / Forro","Tubo corrugado para canalización de cables PVC M20 DN20 resistencia 320N negro reforzado","0.99","FORRO20 6200000020"
"Canalización / Forro","Tubo corrugado para canalización de cables PVC M16 DN16 resistencia 320N negro reforzado","0.88","FORRO16 6200000016"
"Cajas / Solera","Marco y puerta color blanco para cajas Solera Serie CLÁSICA 430X200","14.53","TPCSOLERA430 5233B"
"Cajas / Solera","Marco y puerta color blanco para cajas Solera Serie CLÁSICA 355x200","12.2","TPCSOLERA355 5223B"
"Cajas / Solera","Marco y puerta color blanco para cajas Solera Serie CLÁSICA 288x200","10.36","TPCSOLERA288 5213B"
"Cajas / Solera","Marco y puerta color blanco para cajas Solera Serie CLÁSICA 410x275","17.64","TPCSOLERA410 5204B"
"Cajas / Solera","Marco y puerta color blanco para cajas Solera Serie CLÁSICA 246X200","9.12","TPCSOLERA246 5243B"
"Cajas / Solera","Tapa con tornillos para caja Solera 520x180","7.45","TPSOLERA520 5550TA"
"Cajas / Solera","Tapa con tornillos para caja Solera 220x180","5.06","TPSOLERA220 5520TA"
"Cajas / Solera","Tapa con tornillos para caja Solera 320x220","6.86","TPSOLERA320 5502TA"
"Cajas / Solera","Tapa con tornillos para caja Solera 190x120","2.68","TPSOLERA190 5501TA"
"Cajas / Solera","Tapa con tornillos para caja Solera 268x268","5.56","TPSOLERA268 24T"
"Cajas / Solera","Tapa con tornillos para caja Solera 419x132","6.89","TPSOLERA419 5540TA"
"Cajas / Solera","Tapa con tornillos para caja Solera 320x180","5.58","TPSOLERA300 5530TA"
"Cajas / Solera","Tapa con tornillos para caja Solera 100x170","1.94","TPSOLERA170 63T"
"Cajas / Solera","Tapa con tornillos para caja Solera 171x171","2.6","TPSOLERA171 23T"
"Cajas / Solera","Tapa con tornillos para caja Solera 200x130","2.66","TPSOLERA200 64T"
"Cajas / Solera","Tapa con tornillos para cajas Solera 532x346","14.39","TPSOLERA532 5503TA"
"Cajas / Solera","Tapa con tornillos para caja Solera 125x125","1.7","TPSOLERA125 62T"
"Cableado / Alumbrado","Moldura plana con cable 3x1,5mm","5.26","TRIPLA 6052500301"
"Cajas / Gewiss","Caja de derivación GEWISS RAL9016 montaje con carril DIN para paredes de mampostería 196x152x70mm","6.2","GW196 EMP200 GW48006"
"Cajas / Gewiss","Caja de derivación GEWISS para pared de pladur carril DIN 480x160x75mm","29.1","GWP480 GW48009PM"
"Cajas / Gewiss","Caja de derivación GEWISS RAL9016 montaje con carril DIN para paredes de mampostería 516x294x80mm","68.5","GWTELECOM EMPTELECO GW48011"
"Cajas / Gewiss","Caja de derivación GEWISS para pared de pladur  carril DIN 294x152x75mm","16.55","GWP294 GW48007PM"
"Cajas / Gewiss","Caja de derivación GEWISS RAL9016 para paredes de mampostería 160x130x70mm","4.4","GW160 GW48005"
"Cajas / Gewiss","Caja de derivación GEWISS RAL9016 para paredes de mampostería 152x98x70mm","3.1","GW152 GW48004"
"Cajas / Gewiss","Caja de derivación GEWISS RAL9016 montaje con carril DIN para paredes de mampostería 516x202x80mm","60.6","GW516 EMP500X200 GW48010"
"Cajas / Gewiss","Caja de derivación GEWISS RAL9016 montaje con carril DIN para paredes de mampostería 392x152x70mm","16.45","GW392 EMP400 GW48008"
"Cajas / Gewiss","Caja de derivación GEWISS RAL9016 montaje con carril DIN para paredes de mampostería 480x160x70mm","21.1","GW480 EMP500 GW48009"
"Cajas / Gewiss","Caja de derivación GEWISS RAL9016 montaje con carril DIN para paredes de mampostería 294x152x70mm","8.85","GW294 EMP300 GW48007"
"Cajas / Gewiss","Caja de derivación GEWISS para pared de pladur carril DIN 392x152x75mm","23.35","GWP392 GW48008PM"
"Cajas / Gewiss","Caja de derivación GEWISS para pared de pladur carril DIN 196x152x75mm","12.1","GWP196 GW48006PM"
"Mecanismos / Schneider / Merten","Interruptor bipolar Schneider Electric Elegance/D-Life 10A","19.11","MTNBIPOLAR MTN3112-0000 MEG3112-0000"
"Mecanismos / Schneider / Merten","Regulador Schneider Electric Elegance/D-Life botón giratorio/pulsador 1-10W balasto electrónico 1-10 V","48.75","MTNREG MEG5142-0000"
"Mecanismos / Schneider / Merten","Zumbador Schneider Electric Elegance/D-Life 250V AC","39.17","MTNZUM MTN352000"
"Mecanismos / Schneider / Merten","Toma de comunicación y datos doble Schneider Electric Elegance RJ45 8(8) categoria 6","45.18","MTNRJ45DOBLE MTN4576-0002"
"Mecanismos / Schneider / Merten","Interruptor unipolar Schneider Electric Elegance/D-Life 10A","8.07","MTNINT MTN3111-0000"
"Mecanismos / Schneider / Merten","Conmutador doble Schneider Electric Elegance/D-Life","21.31","MTNDOBLE MTN3126-0000"
"Mecanismos / Schneider / Merten","Conmutador Schneider Electric Elegance/D-Life 10A tecla basculante","8.73","MTNCON MTN3116-0000"
"Mecanismos / Schneider / Merten","Cruzamiento Schneider Electric Elegance/D-Life 10A","22.71","MTNCRUCE ELECRUCE MTN3117-0000"
"Mecanismos / Schneider / Merten","Pulsador doble tecla basculante Schneider Electric Mecanismos sin impresión","25.01","MTNDOBLEPULS MTN3155-0000"
"Mecanismos / Schneider / Merten","Pulsador tecla basculante Schneider Electric Elegance/D-Life sin impresión","8.5","MTNPUL MTN3150-0000"
"Mecanismos / Schneider / Merten","Tecla para mecanismos Schneider Electric D-Life tecla persianas símbolo ""flechas"" blanco ártico","12.14","MTNTECLAPERSIANA MTN3855-6035"
"Mecanismos / Schneider / Merten","Pulsador de persiana Schneider Electric Elegance/D-Life 2 teclas","28.44","MTNPERSIANA MTN3755-0000"
"Mecanismos / Schneider / Merten","Toma de comunicación y datos Schneider Electric Elegance RJ45 8(8) categoria 6","34.05","MTNRJ45 MTN4576-0001"
"Mecanismos / Schneider / Elegance","Marco para mecanismos Schneider Electric Elegance 1 elemento horizontal y vertical blanco activo IP44","4.16","ELEM1 MTN4010-3035"
"Mecanismos / Schneider / Elegance","Tecla para mecanismos Schneider Electric Elegance tecla basculante simple sin impresión blanco activo","3.72","ELETECLA MTN432125"
"Mecanismos / Schneider / Elegance","Toma de corriente horizontal y vertical Schneider Electric Elegance schuko blanco activo","10.57","ELEEN MTN2300-0325"
"Mecanismos / Schneider / Elegance","Tecla para mecanismos Schneider Electric Elegance tecla persianas símbolo ""flechas"" blanco activo","8.88","ELETECLASUBE MTN432425"
"Mecanismos / Schneider / Elegance","Tecla para mecanismos Schneider Electric Elegance tecla basculante doble sin impresión blanco activo","5.97","ELETECLADOBLE MTN432525"
"Mecanismos / Schneider / Elegance","Tapa para mecanismos Schneider Electric Elegance para zumbador timbre blanco activo","8.79","ELETAPAZUM MTN352425"
"Mecanismos / Schneider / Elegance","Tapa para mecanismos Schneider Electric Elegance para salida de cable blanco activo","18.19","ELESALIDA MTN296825"
"Mecanismos / Schneider / Elegance","Tapa para mecanismos Schneider Electric Elegance para placa ciega blanco activo","9.01","ELECIEGA MTN391625"
"Mecanismos / Schneider / Elegance","Placa para toma comunicación y datos Schneider Electric Elegance RJ11/RJ12 1 conector blanco activo","5.85","ELETAPATF MTN469625"
"Mecanismos / Schneider / Elegance","Marco para mecanismos Schneider Electric Elegance 4 elementos horizontal y vertical blanco activo","21.3","ELEM4 MTN4040-3035"
"Mecanismos / Schneider / Elegance","Marco para mecanismos Schneider Electric Elegance 3 elementos horizontal y vertical blanco activo","12.83","ELEM3 MTN4030-3035"
"Mecanismos / Schneider / Elegance","Marco para mecanismos Schneider Electric Elegance 2 elementos horizontal y vertical blanco activo","7.1","ELEM2 MTN4020-3035"
"Mecanismos / Schneider / D-Life","Tapa para mecanismos Schneider Electric D-Life para placa ciega blanco ártico","10.49","DLCIEGA MTN4075-6035"
"Mecanismos / Schneider / D-Life","Placa para toma comunicación y datos Schneider Electric D-Life RJ45 2 conectores blanco ártico","15.17","DLTAPADOBLERJ45 MTN4572-6035"
"Mecanismos / Schneider / D-Life","Toma de corriente horizontal Schneider Electric D-Life schuko USB A+C montaje en superficie blanco ártico","92.78","DLUSBAC MTN2367-6035"
"Mecanismos / Schneider / D-Life","Marco para mecanismos Schneider Electric D-Life 1 elemento horizontal y vertical blanco ártico","3.21","DLM1 MTN4010-6535"
"Mecanismos / Schneider / D-Life","Tapa para mecanismos Schneider Electric Elegance para salida de cable blanco activo con adaptador Elegance a D-Life ártico","27.01","DLSALIDA MTN296825 MTN4080-6035"
"Mecanismos / Schneider / D-Life","Tapa para mecanismos Schneider Electric Elegance para zumbador blanco activo con adaptador Elegance a D-Life ártico","18.01","DLTAPAZUM MTN4080-6035 MTN352425"
"Mecanismos / Schneider / D-Life","Placa para toma comunicación y datos Schneider Electric D-Life RJ45 1 conector blanco ártico","8.42","DLTAPARJ45 MTN4215-6035"
"Mecanismos / Schneider / D-Life","Marco para mecanismos Schneider Electric D-Life 4 elementos horizontal y vertical blanco ártico","12.79","DLM4 MTN4040-6535"
"Mecanismos / Schneider / D-Life","Marco para mecanismos Schneider Electric D-Life 3 elementos horizontal y vertical blanco ártico","8.65","DLM3 MTN4030-6535"
"Mecanismos / Schneider / D-Life","Marco para mecanismos Schneider Electric D-Life 2 elementos horizontal y vertical blanco ártico","5.42","DLM2 MTN4020-6535"
"Mecanismos / Schneider / D-Life","Tecla para mecanismos Schneider Electric D-Life tecla basculante simple sin impresión blanco ártico","4.59","DLTECLA MTN3300-6035"
"Mecanismos / Schneider / D-Life","Toma de corriente horizontal y vertical Schneider Electric D-Life schuko blanco ártico","10.57","DLEN  MTN2300-6035"
"Mecanismos / Schneider / Argus","Detector crepuscular con retardo SCHNEIDER ELECTRIC","62.25","CREPUSH MTN544894"
"Mecanismos / Schneider / D-Life","Tapa para mecanismos Schneider Electric D-Life para antena de televisión blanco ártico","6.71","DLTAPATV MTN4123-6035"
"Mecanismos / Schneider / D-Life","Adaptador Elegance a D-Life ártico","10.63","DLADAP  MTN4080-6035"
"Cuadros / Accesorios","Peine de conexión Schneider Electric Acti 9 4 polos 16mm 100A 57 módulos 1000mm","135.21","PEINE4P1M A9XPH457"
"Cuadros / Accesorios","Peine de conexión Schneider Electric Acti 9 2 polos 16mm 100A 12 módulos 220mm","22.63","PEINE2P A9XPH212"
"Cuadros / Accesorios","Peine de conexión Schneider Electric Acti 9 1 polos 16mm 100A 12 módulos 220mm","15.54","PEINEDPN A9XPH112"
"Cuadros / Accesorios","Peine de conexión Schneider Electric Acti 9 2 polos 16mm 100A 57 módulos 1000mm","75.99","PEINE2P1M A9XPH257"
"Iluminación / Luminarias / Proyectores","Foco LED Ledvance 20W IP65","24.45","LEDVANCE20     "
"Cuadros / Accesorios","Toma de corriente para cuadro de distribución Schneider Electric Acti 9 iPC 16A 250V 2,5 módulos","34.23","ENRAIL A9A15310"
"Iluminación / Luminarias / Downlights","Foco IP65 con bombilla 12v y transformador","25.0","FOCODUTXA"
"Ventilación / Extractores","Extractor baño SILENT-100-CZ DESIGN","86.36","DESIGNCZ  5210601800"
"Mecanismos / Legrand / Mosaic","Caja para instalación en suelo Legrand Mosaic 2 módulos plata con Toma de corriente horizontal y vertical Legrand Mosaic schuko blanco","87.23","ENSUELO 089700 077213"
"Ventilación / Extractores","Extractor baño/aseo ECOAIR DESIGN-S","143.92","DESIGNT 5210612300"
"Partidas","Forma de pago:","0.0","50%"
"Iluminación / Accesorios","Equipo Elt 400W halogenuro metalico","73.1","ELT            "
"Iluminación / Accesorios","Equipo Elt 400W halogenuro metalico","73.1","ELT400         "
"Iluminación / Accesorios","Equipo Elt 70W halogenuro metalico","44.5","ELT70          "
"Iluminación / Luminarias / Proyectores","Foco fenoplastico color negro max 150W","9.67","FENOPLASTICO150"
"Partidas","Foco de empotrar basculante blanco con bombilla GU10 de LED incluida","17.0","FOQUITO        "
"Cuadros / Protecciones / Schneider","Guardamotor Schneider Electric TeSys GV2 3 polos 10A IP20 6-10A 690V","174.73","DISYUNTOR10 GV2ME14"
"Cableado / Unifilar","Hilo libre de halógenos  16 mm2","11.63","A16            "
"Cableado / Unifilar","Hilo libre de halógenos 1.5 mm2","1.16","A1'5           "
"Cableado / Unifilar","Hilo libre de halógenos 2.5 mm2","1.88","A2'5           "
"Cableado / Unifilar","Hilo libre de halógenos 25 mm2","11.68","A25"
"Cableado / Unifilar","Hilo libre de halógenos 35 mm2","20.54","A35"
"Cableado / Unifilar","Hilo libre de halógenos 4mm2","2.94","A4             "
"Cableado / Unifilar","Hilo libre de halógenos 6 mm2","4.34","A6             "
"Cableado / Unifilar","Hilo libre de halógenos 70 mm2","39.85","A70"
"Cableado / Trenzado","Hilo desnudo trenzado de cobre 35mm2 ( para toma de tierra ) precio por metro","8.55","DESNUDO        "
"Cajas / Acometida / Accesorios","Fusible de cuchilla Mersen NH000 gG (protección de cables/protección de equipos) 63A 500V","10.04","NH000 E213996"
"Iluminación / Luminarias / Downlights","Foco de empotrar Breno 12W","18.07","BRENOEMP12W 482905"
"Iluminación / Luminarias / Downlights","Foco de empotrar Breno 18W","32.2","BRENOEMP18W 482943"
"Cableado / Paralelo","Hilo paralelo ( rojo y negro ) 2X1.5mm2","2.63","PARALELO2x1.5 7272030060"
"Cajas / Acometida / CGP","Hornacina zócalo PAN 2 tapas polièster Cahors","473.0","HORNACINACDU 0926100-POL"
"Iluminación / Luminarias / Jardín","FDB  COLUMNA CARTUJA 4000 NEGRO HORNO PP","755.33","CARTUJA ICCA35HPP"
"Cuadros / Protecciones / Legrand","Interruptor automático magnetotérmico terciario Legrand DX3 C16 1P+N 6/10kA","91.5","DPN16L 407728"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C16 1P+N 6kA","35.5","216AH MUN516A"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C20 1P+N 6kA","36.31","220AH MUN520A"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C25 1P+N 6kA","37.13","225AH MUN525A"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C32 4P 6kA","228.24","432AH MUN432A"
"Cuadros / Accesorios","Interruptor astronómico Dinuy 230V IP20 IH AST MC0","212.1","ASTRONOMIC IHASTMC0"
"Cuadros / Protecciones / Hager","Interruptor diferencial Hager 40A 2P 30mA clase AC Serie CDC","119.0","DIF240H CDC748M"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager ML C40 1P+N 6kA","118.29","DPN40H MLU540"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C20 4P 6kA","210.95","420AH MUN420A"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C16 4P 6kA","205.22","416AH MUN416"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C10 1P+N 6kA","34.78","210AH MUN510A"
"Cuadros / Protecciones / Legrand","Interruptor automático magnetotérmico terciario Legrand DX3 C63 4P 6/10kA","741.0","463AL 407934"
"Cuadros / Protecciones / Legrand","Interruptor automático magnetotérmico terciario Legrand DX3 C63 1P+N 6/10kA","324.13","263AL 407762"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iC40 C16 1P+N 6kA","88.7","DPN16SCH A9P53616"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iC40 C10 1P+N 6kA","87.06","DPN10SCH A9P53610"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iK60N C10 2P 6kA","46.35","210A A9K17210"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iC40 C25 1P+N 6kA","93.06","DPN25SCH A9P53625"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iK60N C16 4P 6kA","207.62","416A A9K17416"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iK60N C10 4P 6kA","205.23","410A A9K17410"
"Cuadros / Protecciones / Legrand","Interruptor automático magnetotérmico terciario Legrand DX3 C25 1P+N 6/10kA","95.92","DPN25L 407730"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iK60N C25 2P 6kA","49.31","225A A9K17225"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iK60N C20 4P 6kA","213.47","420A A9K17420"
"Cuadros / Protecciones / Legrand","Interruptor automático magnetotérmico terciario Legrand DX3 C32 4P 6/10kA","275.42","432AL 407931"
"Cuadros / Protecciones / Legrand","Interruptor automático magnetotérmico terciario Legrand DX3 C40 1P+N 6/10kA","154.58","240AL 407760"
"Cuadros / Protecciones / Legrand","Interruptor automático magnetotérmico terciario Legrand DX3 C25 4P 6/10kA","264.07","425AL 407930"
"Cuadros / Protecciones / Legrand","Interruptor automático magnetotérmico terciario Legrand DX3 C40 4P 6/10kA","326.82","440AL 407932"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C40 4P 6kA","270.14","440AH MUN440A"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C63 2P 6kA","263.26","263AH MUN263A"
"Cuadros / Protecciones / Legrand","Interruptor automático magnetotérmico terciario Legrand TX3 C10 1P+N 6kA","38.14","210AL 403585"
"Mecanismos / Boyas","Boya nivel microruptor 5m cable SM05","24.74","BOYA5M 50005213"
"Mecanismos / Simon / Simon 27","Interruptor bipolar Simon Serie 27 Play 16A blanco","18.05","S27BIPOLAR 27133-65"
"Mecanismos / Legrand / Plexo","Interruptor crepuscular Plexo modular, 1400W, gris","193.81","PLEXOCREPUS 069517L"
"Mecanismos / Simon / Simon 27","Interruptor unipolar Simon Serie 27 Play 10A blanco","5.52","S27INT 27101-65"
"Mecanismos / BJC / Iris","Interruptor unipolar BJC Iris/Aura 16A ","6.33","IRISINT 18505"
"Mecanismos / Schneider / Mureva","Interruptor bipolar Schneider Electric Mureva Styl 16A estanco (IP55)","20.65","MUBIPOLAR MUR35034"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iK60N C25 4P 6kA","221.38","425A A9K17425"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iK60N C40 2P 6kA","122.6","240A A9K24240"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iK60N C50 2P 6kA","247.97","250A A9K24250"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iK60N C63 2P 6kA","265.03","263A A9K24263"
"Cuadros / Protecciones / Schneider","Interruptor principal para cuadro de distribución Schneider Electric Acti 9 iSSW 1 polo 20A 250V 2 posiciones 0-1","45.6","INRAIL A9E18070"
"Cuadros / Protecciones / Schneider","Interruptor diferencial Schneider Electric 40A 2P 30mA clase AC Acti 9 iID40","149.27","DIFDPNSCH A9R63640"
"Cuadros / Protecciones / Schneider","Interruptor diferencial Schneider Electric 40A 2P 300mA clase AC Acti 9 iID","344.35","DIF300 A9R84240"
"Cuadros / Protecciones / Schneider","Interruptor diferencial Schneider Electric 40A 2P 30mA clase AC Acti 9 iID","119.3","DIF240SCH A9R60240"
"Cuadros / Protecciones / Schneider","Interruptor diferencial Schneider Electric 40A 2P 30mA clase A Acti 9 iID superinmunizado","542.78","SI A9R61240"
"Cuadros / Protecciones / Schneider","Interruptor diferencial Schneider Electric 40A 4P 30mA clase AC Acti 9 iIDK","555.4","DIF440 A9Z05440"
"Cuadros / Protecciones / Legrand","Interruptor diferencial Legrand 40A 2P 30mA clase AC DX3","354.42","DIF240L 411505"
"Cuadros / Protecciones / Legrand","Interruptor diferencial Legrand 40A 4P 30mA clase AC DX3","634.2","DIF440L 411661"
"Mecanismos / BJC / Rehabitat","Interruptor unipolar BJC Coral 10A","3.69","REHABINT 16505"
"Cuadros / Protecciones / Hager","Interruptor diferencial Hager 25A 4P 30mA clase AC Serie CDC","532.24","DIF425H CDC725J"
"Cableado / K-Flex negro","K-FLEX color negro 1x16mm2","7.97","K1X16"
"Cableado / K-Flex negro","K-FLEX color negro 1x25mm2","12.64","K1X25"
"Telecom / Porteros","Kit de portero automático Golmar 1 teléfono sistema 4+n K-201 GRF","97.5","KITGOLMAR 11242014B"
"Iluminación / Bombillas","Lampara Osram bajo consumo 35W","18.94","BC35W          "
"Iluminación / Bombillas","Lampara PL 26W Bipin","5.09","PL26W          "
"Iluminación / Tiras LED / Accesorios","Kit conexión-alimentación tira de LED 230V","9.95","TIRALED230KIT  "
"Iluminación / Luminarias / Apliques","Luminaria adosada a techo ACB Gina 3874/R2 LED 8W 350x60mm blanco","58.9","GINA2 P3874R20B"
"Cuadros / Protecciones / Hager","Interruptor horario analógico diario Hager 16A 230VAC con reserva de marcha 120h","139.3","RELOJCONH EHN011"
"Cuadros / Protecciones / Hager","Interruptor horario analógico diario Hager 16A 230VAC sin reserva de marcha","86.41","RELOJSINH EHN010"
"Cuadros / Protecciones / Hager","Interruptor principal para cuadro de distribución Hager SF 1 polo 25A 230V 2 posiciones 1-2","42.54","CONRAIL SFH125"
"Mecanismos / Simon / Simon 75","Interruptor unipolar Simon Serie 75/82 10A","9.34","S75INT 75101-39"
"Domotica / Wiser","Ledvance PERFORMANCE SPOT PAR16 DIM GL 80 lámpara led regulable GU10 8,3W 2700K 575lm 60°","8.7","WISERGU10 GU10WISER 7001610101"
